text,doctor
"""joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,mild_fever,yellowing_of_eyes,muscle_pain""",Gastroenterologist
"""fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria""",General Physician
I've been having trouble seeing things clearly and they look distorted.,General Physician
"""vomiting,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability",Psychiatrist
"""muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking""",Orthopedic
"""headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration""",General Physician
"""continuous_sneezing,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose",ENT
"""skin_rash,pus_filled_pimples,scurring""",Dermatologist
"""I have a rash that is red and itchy. It is covered in silvery scales. It is on my back, elbows, and knees.""",Dermatologist
"""itching,vomiting,yellowish_skin,nausea,abdominal_pain,yellowing_of_eyes""",Gastroenterologist
"""Symptoms of SCAD can include: SCAD Chest pain A rapid heartbeat or fluttery feeling in the chest Pain in the arms, shoulders",General Physician
"""joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking""",General Physician
"""I've been having headaches, chest discomfort, dizziness, and difficulty concentrating.""",General Physician
"""shivering,chills,watering_from_eyes""",General Physician
"""itching,skin_rash,burning_micturition,spotting__urination""",Dermatologist
"""constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus""",General Physician
"""itching,skin_rash,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body""",Dermatologist
"""vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload""",Gastroenterologist
"""itching,vomiting,yellowish_skin,nausea,abdominal_pain,yellowing_of_eyes""",Gastroenterologist
"""itching,skin_rash,stomach_pain,spotting__urination""",Gastroenterologist
"""I've had a headache for the past week. It's been getting worse. I've also had belly aches, constipation, and diarrhea.""",Gastroenterologist
"""chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes",Gastroenterologist
"""joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma",Gastroenterologist
"""itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes""",Gastroenterologist
"""chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes",Gastroenterologist
"""muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts""",ENT
"""vomiting,weakness_of_one_body_side,altered_sensorium""",Gastroenterologist
"""joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma",Gastroenterologist
"""If you have a broken ankle, you may experience some of the following signs and symptoms: Immediate",General Physician
"""skin_rash,pus_filled_pimples,blackheads,scurring""",Dermatologist
"""itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain""",Gastroenterologist
"""itching,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain""",Dermatologist
"""Low blood pressure (hypotension) symptoms may include: Blurred or fading vision Dizziness or lightheadedness Fainting Fatigue Trouble concentrating",General Physician
"""itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise",Dermatologist
"""joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma",Gastroenterologist
"""I have been experiencing headaches, blurred and distorted vision, excessive hunger, a stiff neck, depression, irritability, and visual disturbance.""",General Physician
"""skin_rash,pus_filled_pimples,blackheads""",Dermatologist
"""skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain",Gastroenterologist
"""In hypospadias, the opening of the urethra is located on the underside of the penis instead of at the tip. In most cases",General Physician
"""skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain",Gastroenterologist
"""fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria""",General Physician
"""Brugada syndrome often doesn't cause any noticeable symptoms. Many people with Brugada syndrome don't know they have it. Signs and symptoms that may",General Physician
"""I've been having a runny nose and sneezing for a few days. My eyes are also red and irritated. I've been coughing a lot",ENT
"""acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability""",Gastroenterologist
I have a stuffy nose and a sore throat. I also have a cough and my chest hurts. I have lost my sense of smell and taste.,ENT
"""The most common symptom of a rectovaginal fistula is passing gas or stool from the vagina. Depending on the fistula's size and location",Gynecologist
"""fatigue,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression",ENT
"""I've been having a hard time peeing. It hurts when I go, and it's bloody. My head hurts",General Physician
"""skin_rash,pus_filled_pimples,blackheads,scurring""",Dermatologist
"""skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails""",Dermatologist
I have blood in my urine and sometimes feel sick when I pee. I also have a high fever at night and my pee smells bad.,General Physician
"""Typically, a spider bite looks like any other bug bite — a red, inflamed",General Physician
"""headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration""",General Physician
"""skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain",Gastroenterologist
"""itching,skin_rash,burning_micturition,spotting__urination""",Dermatologist
"""fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties",ENT
"""itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,malaise,red_spots_over_body""",Dermatologist
"""chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain""",Gastroenterologist
"""vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness""",Gastroenterologist
"""           Skin anatomy       Open pop-up dialog box           Close   Skin anatomy    Skin anatomy Your skin has three layers that house your sweat a",Dermatologist
"""fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation""",General Physician
"""           Bone marrow       Open pop-up dialog box           Close   Bone marrow    Bone marrow Bone marrow is a red",General Physician
I have a burning sensation in my throat that comes and goes. It's worse after I eat and sometimes I get a sour or bitter taste in my mouth. I also get,ENT
"""indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching""",Gastroenterologist
"""fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf""",General Physician
"""skin_rash,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain",Gastroenterologist
"""burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine""",General Physician
I have varicose veins in my legs.,General Physician
"""skin_rash,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails""",Dermatologist
"""continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure",ENT
"""itching,skin_rash,nodal_skin_eruptions,dischromic__patches""",Dermatologist
"""stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain""",Gastroenterologist
"""skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze""",Dermatologist
"""chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain""",Gastroenterologist
"""I have a rash on my back and chest, and my entire body itches. My skin may be dry and flaky at times, which frequently leaves marks on my body.""",Dermatologist
I've been feeling really tired and nauseous. I've had a really bad cough and my throat has been sore. I've had a lot of pressure in my sinuses and my,ENT
"""I've been having headaches, heartburn, acid reflux, and indigestion. I've also been feeling melancholy, impatient",General Physician
"""I've been feeling really sick lately. I've had a cough, chills, a high temperature",General Physician
I have a rash all over my body. It is itchy and red. There are some patches that are a different color than the rest of my skin. I also have some pimp,Dermatologist
"""Signs and symptoms of chronic kidney disease develop over time if kidney damage progresses slowly. Loss of kidney function can cause a buildup of flu",General Physician
"""vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching""",Gastroenterologist
"""fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history""",Dermatologist
"""Signs and symptoms of Prader-Willi syndrome can vary among individuals. Symptoms may slowly change over time from childhood to adulthood. Infants Sig",General Physician
"""acidity,indigestion,headache,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances""",Gastroenterologist
Liposarcoma signs and symptoms vary depending on the part of the body where the cancer forms. Liposarcoma that forms in the arms and legs can cause:,General Physician
"""Schizotypal personality disorder typically includes five or more of these signs and symptoms: Being a loner and lacking close friends outside of the",General Physician
I have sores on my face. They are red and crusty. They are mostly around my nose and lips. They are painful and there is a yellow or rust-colored flui,General Physician
"""itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes""",Gastroenterologist
"""I've been feeling sick and feel like I'm going to throw up. There's a sharp pain behind my eyes, and my back is covered in red spots.""",General Physician
"""joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain""",Gastroenterologist
"""joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain""",Gastroenterologist
I have a sour taste in my mouth. I burp and belch a lot. I have a feeling of pressure or fullness in my upper belly.,General Physician
"""joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes""",Gastroenterologist
I've been having recurrent headaches and blurred vision. I also have acid reflux and trouble digesting my food.,General Physician
"""joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma",Gastroenterologist
"""Signs and symptoms of rickets can include: Delayed growth Delayed motor skills Pain in the spine",General Physician
"""           Female reproductive system       Open pop-up dialog box           Close    Female reproductive system   Female reproductive system The ovar",General Physician
"""vomiting,headache,altered_sensorium""",Gastroenterologist
Signs and symptoms of a hip fracture include: Inability to get up from a fall or to walk Severe pain in the hip or groin Inability to put weight on t,General Physician
"""I have a rash all over my body, and it's really itchy. I also have some spots where the color of my skin is different",Dermatologist
I have a lot of pain in my chest and I feel really sick to my stomach. My chest has been hurting a lot lately and I've been really shaky and anxious.,Gastroenterologist
I've been feeling really tired and sick to my stomach. I've also been losing weight and have a fever. My urine is really dark and my skin is yellow. I,Gastroenterologist
"""I've been having headaches and migraines, and I can't sleep. I've been shaking and shivering all over. Sometimes I feel lightheaded.""",General Physician
"""skin_rash,blackheads,scurring""",Dermatologist
"""           Folliculitis       Open pop-up dialog box           Close   Folliculitis    Folliculitis Superficial folliculitis can look like a pus-fille",General Physician
"""joint_pain,neck_pain,hip_joint_pain,swelling_joints,painful_walking""",General Physician
"""itching,skin_rash,burning_micturition,spotting__urination""",Dermatologist
"""weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression",ENT
"""I've had a fever for a few days, and it's starting to worry me. I also have a headache, and I feel weak and lethargic.""",General Physician
